Title,Rating,Oscars,Total Nominations and Awards,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number
Maze Runner: The Death Cure (2018),6.3,Awards,7 nominations,Wes Ball,"$288,175,335",PG-13,495,201,127K
Letters from Iwo Jima (2006),7.9,Won 1 Oscar,24 wins & 39 nominations total,Clint Eastwood,"$68,673,228",R,364,246,159K
Project Almanac (2015),6.4,Won 1 Oscar,24 wins & 39 nominations total,Clint Eastwood,"$33,213,241",R,364,246,159K
Austin Powers: International Man of Mystery (1997),7.0,Awards,3 wins & 8 nominations,Jay Roach,"$67,683,989",PG-13,466,130,232K
The Purge (2013),5.7,Awards,2 wins & 6 nominations,James DeMonaco,"$89,328,627",R,827,387,215K
Spider-Man 2 (2004),7.3,Won 1 Oscar,25 wins & 60 nominations total,Sam Raimi,"$788,976,453",PG-13,1.5K,327,584K
The Matrix Revolutions (2003),6.8,Awards,5 wins & 36 nominations,Lana Wachowski,"$427,344,325",R,2.1K,266,474K
xXx: Return of Xander Cage (2017),5.2,Awards,1 win & 6 nominations,D.J. Caruso,"$346,118,277",PG-13,396,285,90K
Cellular (2004),6.5,Awards,2 nominations,David R. Ellis,"$57,678,321",PG-13,401,75,98K
Ant-Man and the Wasp (2018),7.0,Awards,2 wins & 21 nominations,Peyton Reed,"$622,674,139",PG-13,1K,452,354K
Chi bi: Jue zhan tian xia (2009),7.6,Awards,8 wins & 19 nominations,John Woo,"$120,432,178",PG-13,1K,452,354K
National Treasure: Book of Secrets (2007),6.5,Awards,1 win & 5 nominations,Jon Turteltaub,"$459,242,249",PG,334,180,228K
The Mask (1994),6.9,Nominated for 1 Oscar,6 wins & 21 nominations total,Chuck Russell,"$351,583,407",PG-13,327,79,366K
Mission: Impossible - Rogue Nation (2015),7.4,Awards,6 wins & 26 nominations,Christopher McQuarrie,"$682,716,636",PG-13,560,514,357K
X: First Class (2011),7.7,Awards,21 wins & 39 nominations,Matthew Vaughn,"$352,616,690",PG-13,811,533,667K
Logan Lucky (2017),7.0,Awards,2 wins & 11 nominations,Steven Soderbergh,"$48,453,605",PG-13,361,367,143K
Blood Work (2002),6.4,Awards,2 wins,Clint Eastwood,"$31,794,718",R,295,141,44K
Into the Wild (2007),8.1,Nominated for 2 Oscars,23 wins & 106 nominations total,Sean Penn,2.35 : 1,R,1K,250,599K
The Water Diviner (2014),7.0,Awards,14 wins & 13 nominations,Russell Crowe,"$38,176,317",R,244,192,74K
French Connection II (1975),6.8,Awards,3 nominations total,John Frankenheimer,"$12,484,444",R,95,59,18K
La guerre des boutons (2011),6.5,Awards,3 nominations total,John Frankenheimer,"$12,326,773",R,95,59,18K
The Long Kiss Goodnight (1996),6.8,Awards,3 nominations,Renny Harlin,"$89,456,761",R,337,114,77K
Lone Survivor (2013),7.5,Nominated for 2 Oscars,6 wins & 16 nominations total,Peter Berg,"$154,802,912",R,533,351,277K
The Age of Adaline (2015),7.2,Awards,1 win & 10 nominations,Lee Toland Krieger,"$65,663,276",PG-13,375,240,166K
Get the Gringo (2012),7.0,Awards,1 win & 10 nominations,Lee Toland Krieger,"$8,826,837",PG-13,375,240,166K
Austin Powers: The Spy Who Shagged Me (1999),6.6,Nominated for 1 Oscar,18 wins & 31 nominations total,Jay Roach,"$312,016,928",PG-13,803,184,226K
Man on a Ledge (2012),6.6,Awards,1 nomination,Asger Leth,"$47,636,031",PG-13,196,256,149K
The Girl with the Dragon Tattoo (2011),7.8,Won 1 Oscar,27 wins & 91 nominations total,David Fincher,"$232,617,430",R,795,542,445K
Girl with a Pearl Earring (2003),6.9,Nominated for 3 Oscars,17 wins & 46 nominations total,Peter Webber,"$33,030,115",PG-13,315,142,76K
Dumb and Dumber (1994),7.3,Awards,5 wins & 3 nominations,Peter Farrelly,"$247,275,374",PG-13,502,85,369K
Rush Hour 2 (2001),6.6,Awards,10 wins & 22 nominations,Brett Ratner,"$347,325,802",PG-13,426,138,210K
Outlander (2008),6.2,Awards,3 nominations,Howard McCain,"$7,034,698",R,207,112,74K
Race (2016),7.1,Awards,6 wins & 8 nominations,Stephen Hopkins,"$25,070,261",PG-13,103,165,37K
Camp X-Ray (2014),6.9,Awards,6 nominations,Peter Sattler,"$79,624",R,100,102,41K
Police Academy 3: Back in Training (1986),5.4,Awards,1 win,Jerry Paris,"$43,579,163",PG,74,31,44K
The Sorcerer's Apprentice (2010),6.1,Awards,1 win & 2 nominations,Jon Turteltaub,"$215,283,742",PG,277,244,158K
The Way (2010),7.4,Awards,1 win & 8 nominations,Emilio Estevez,"$13,348,704",PG-13,170,128,32K
Back to the Future Part II (1989),7.8,Nominated for 1 Oscar,9 wins & 9 nominations total,Robert Zemeckis,"Nov 26, 1989",PG,473,149,506K
An American Tail (1986),6.9,Nominated for 1 Oscar,6 wins & 7 nominations total,Don Bluth,"Nov 23, 1986",G,102,32,51K
A Perfect Getaway (2009),6.5,Awards,1 nomination,David Twohy,"$22,955,544",R,284,107,71K
Planet of the Apes (1968),8.0,Won 1 Oscar,6 wins & 4 nominations total,Franklin J. Schaffner,"$32,599,488",G,476,170,173K
Journey to the Center of the Earth (2008),5.8,Awards,3 wins & 4 nominations,Eric Brevig,"$244,232,688",PG,247,193,119K
Lord of the Flies (1990),6.4,Awards,3 nominations,Harry Hook,"$13,985,225",R,160,33,30K
Breakheart Pass (1975),6.7,Awards,3 nominations,Harry Hook,PG,R,160,33,30K
Click (2006),6.4,Nominated for 1 Oscar,3 wins & 12 nominations total,Frank Coraci,"$240,685,326",PG-13,834,163,319K
Rocky IV (1985),6.9,Awards,9 wins & 5 nominations,Sylvester Stallone,"Dec 1, 1985",PG,422,124,197K
Escape from L.A. (1996),5.7,Awards,3 nominations,John Carpenter,"$25,477,365",R,275,140,73K
Mononoke-hime (1997),8.4,Awards,13 wins & 6 nominations,Hayao Miyazaki,"$169,785,704",PG-13,766,211,369K
GoldenEye (1995),7.2,Awards,2 wins & 8 nominations total,Martin Campbell,"$352,194,034",PG-13,518,105,250K
My Big Fat Greek Wedding (2002),6.6,Nominated for 1 Oscar,20 wins & 29 nominations total,Joel Zwick,"$368,744,044",PG,788,141,126K
The Deer Hunter (1978),8.1,Won 5 Oscars,24 wins & 27 nominations total,Michael Cimino,"$49,074,379",R,1.1K,143,327K
Tron (2010),6.8,Nominated for 1 Oscar,10 wins & 51 nominations total,Joseph Kosinski,"$400,063,852",PG,804,497,325K
Deja Vu (2006),7.1,Awards,1 win & 6 nominations,Tony Scott,"$180,557,550",PG-13,507,196,302K
The Fountain (2006),7.2,Awards,9 wins & 39 nominations,Darren Aronofsky,"$16,468,343",PG-13,1K,293,235K
Kalifornia (1993),6.7,Awards,4 wins & 4 nominations,Dominic Sena,"$2,395,231",R,196,64,53K
My Week with Marilyn (2011),6.9,Nominated for 2 Oscars,18 wins & 64 nominations total,Simon Curtis,"$35,057,696",R,244,395,86K
Snitch (2013),6.4,Awards,1 nomination,Ric Roman Waugh,"$57,824,674",PG-13,162,249,86K
Rounders (1998),7.3,Awards,1 win & 1 nomination,John Dahl,"$22,912,409",R,328,110,147K
Bridesmaids (2011),6.8,Nominated for 2 Oscars,25 wins & 72 nominations total,Paul Feig,"$288,383,523",R,620,395,282K
Bottle Shock (2008),6.8,Awards,1 nomination,Randall Miller,"$4,629,770",PG-13,109,110,16K
Spider-Man: Far from Home (2019),7.4,Awards,10 wins & 26 nominations,Jon Watts,"$1,131,927,996",PG-13,2.2K,433,394K
The Big Lebowski (1998),8.1,Awards,5 wins & 18 nominations,Joel Coen,"$46,748,721",R,1.3K,202,772K
Network (1976),8.1,Won 4 Oscars,20 wins & 26 nominations total,Sidney Lumet,"$23,690,757",R,422,187,153K
Mamma Mia! (2008),6.4,Awards,15 wins & 25 nominations total,Phyllida Lloyd,"$611,257,819",PG-13,821,169,230K
U.S. Marshals (1998),6.6,Awards,1 nomination,Stuart Baird,"$102,367,405",PG-13,161,63,101K
The Heroes of Telemark (1965),6.5,Awards,1 nomination,Stuart Baird,"$5,600,000 (estimated)",PG-13,161,63,101K
Drift (2013),6.3,Awards,6 wins & 6 nominations,Ben Nott,"$1,135,498",R,17,37,4.8K
Notting Hill (1999),7.1,Awards,11 wins & 17 nominations total,Roger Michell,2.39 : 1,PG-13,741,127,294K
Big Eyes (2014),7.0,Awards,3 wins & 18 nominations total,Tim Burton,"$29,253,166",PG-13,189,348,90K
Panic Room (2002),6.8,Awards,1 win & 9 nominations,David Fincher,"$197,079,546",R,947,233,271K
Valhalla Rising (2009),6.1,Awards,4 wins & 9 nominations,Nicolas Winding Refn,"$282,737",Not Rated,327,120,59K
The People vs. Larry Flynt (1996),7.3,Nominated for 2 Oscars,22 wins & 35 nominations total,Milos Forman,"$20,300,385",R,153,77,92K
Oliver Twist (TV Movie 1982),6.8,Nominated for 1 Primetime Emmy,1 nomination total,Clive Donner,Twist Olivér,R,153,77,92K
2 Guns (2013),6.7,Awards,3 wins,Baltasar Kormákur,"$131,940,411",R,233,215,205K
"Farewell, My Lovely (1975)",7.1,Nominated for 1 Oscar,1 win & 3 nominations total,Dick Richards,"$2,500,000 (estimated)",R,102,49,7.9K
Dom za vesanje (1988),8.2,Awards,3 wins & 5 nominations,Emir Kusturica,"$280,015",R,306,34,30K
The Railway Man (2013),7.1,Awards,7 wins & 20 nominations,Jonathan Teplitzky,"$24,174,885",R,158,190,39K
S.W.A.T. (2003),6.0,Awards,5 wins & 5 nominations,Clark Johnson,"$207,725,639",PG-13,363,132,144K
Hang 'Em High (1968),7.0,Awards,5 wins & 5 nominations,Clark Johnson,"$11,000,000",PG-13,363,132,144K
Vertical Limit (2000),5.9,Awards,2 wins & 4 nominations total,Martin Campbell,"$215,663,859",PG-13,402,136,61K
Lovelace (2013),6.2,Awards,1 win & 3 nominations,Rob Epstein,"$1,585,583",R,127,258,40K
Skyscraper (2018),5.8,Awards,4 nominations,Rawson Marshall Thurber,"$304,868,961",PG-13,855,301,116K
War of the Worlds (2005),6.5,Nominated for 3 Oscars,16 wins & 49 nominations total,Steven Spielberg,"$603,873,119",PG-13,2.9K,404,432K
6 Underground (2019),6.1,Awards,1 win & 11 nominations,Michael Bay,"$150,000,000 (estimated)",R,2.4K,124,158K
Star Wars: Episode IX - The Rise of Skywalker (2019),6.5,Nominated for 3 Oscars,16 wins & 54 nominations total,J.J. Abrams,"$1,074,149,279",PG-13,7.9K,518,410K
"Roman J. Israel, Esq. (2017)",6.5,Nominated for 1 Oscar,2 wins & 11 nominations total,Dan Gilroy,"$13,025,860",PG-13,238,169,36K
Coco (2017),8.4,Won 2 Oscars,109 wins & 40 nominations total,Lee Unkrich,"$807,817,888",PG,1.2K,417,443K
Flight of the Phoenix (2004),6.1,Awards,2 nominations,John Moore,"$35,021,497",PG-13,237,123,54K
As Good as It Gets (1997),7.7,Won 2 Oscars,38 wins & 54 nominations total,James L. Brooks,"$314,178,011",PG-13,585,138,289K
Les frères Sisters (2018),6.9,Awards,13 wins & 24 nominations,Jacques Audiard,"$13,143,056",R,357,239,61K
Waiting... (2005),6.7,Awards,13 wins & 24 nominations,Jacques Audiard,"$18,637,690",R,357,239,61K
Black and Blue (2019),6.4,Awards,1 win & 2 nominations,Deon Taylor,"$22,741,061",R,371,80,21K
[Rec]² (2009),6.5,Awards,5 wins & 3 nominations,Jaume Balagueró,"$18,853,164",R,168,242,71K
The Addams Family (TV Series 1964–1966),7.9,Awards,1 win & 3 nominations,David Levy,TV-G,TV-G,69,18,16K
The Addams Family (2019),5.8,Awards,2 wins & 6 nominations,Greg Tiernan,"$203,783,845",PG,358,179,36K
Knowing (2009),6.2,Awards,1 win & 6 nominations,Alex Proyas,"$183,658,498",PG-13,965,294,228K
21 Bridges (2019),6.6,Awards,2 nominations,Brian Kirk,"$49,939,757",R,483,163,60K
Bombshell (2019),6.8,Won 1 Oscar,25 wins & 62 nominations total,Jay Roach,"$61,404,394",R,552,286,105K
The Big Country (1958),7.9,Won 1 Oscar,3 wins & 5 nominations total,William Wyler,Passed,Passed,195,59,17K
Escape from Pretoria (2020),6.8,Awards,2 nominations,Francis Annan,"$2,431,995",PG-13,254,69,31K
Gisaengchung (2019),8.6,Won 4 Oscars,306 wins & 272 nominations total,Bong Joon Ho,"$258,668,626",R,3.3K,598,686K
Jojo Rabbit (2019),7.9,Won 1 Oscar,48 wins & 194 nominations total,Taika Waititi,"$90,335,025",PG-13,1.7K,434,347K
Sonic the Hedgehog (2020),6.5,Awards,3 wins & 11 nominations,Jeff Fowler,"$319,715,683",PG,1.3K,275,109K
Guns Akimbo (2019),6.3,Awards,3 wins & 11 nominations,Jeff Fowler,"$1,034,769",PG,1.3K,275,109K
The VVitch: A New-England Folktale (2015),6.9,Awards,43 wins & 67 nominations,Robert Eggers,"$40,423,945",R,1.2K,574,228K
Insidious (2010),6.8,Awards,8 wins & 15 nominations,James Wan,"$99,557,032",PG-13,991,344,295K
Æon Flux (2005),5.5,Awards,5 nominations,Karyn Kusama,"$53,321,673",PG-13,572,75,127K
Richard Jewell (2019),7.5,Nominated for 1 Oscar,7 wins & 20 nominations total,Clint Eastwood,"$43,745,542",R,581,269,77K
Ex Machina (2014),7.7,Won 1 Oscar,73 wins & 161 nominations total,Alex Garland,"$36,869,414",R,1K,432,509K
Mute (2018),5.5,Awards,1 nomination,Duncan Jones,Câm Lặng,TV-MA,294,155,33K
Morbius (2022),5.5,Awards,1 nomination,Duncan Jones,Морбіус,TV-MA,294,155,33K
Spiral: From the Book of Saw (2021),5.3,Awards,1 nomination,Duncan Jones,"$40,618,920",TV-MA,294,155,33K
Kiss Kiss Bang Bang (2005),7.5,Awards,5 wins & 16 nominations,Shane Black,"$15,785,148",R,407,238,222K
The China Syndrome (1979),7.4,Nominated for 4 Oscars,8 wins & 16 nominations total,James Bridges,"$51,718,367",PG,131,69,29K
The Ghost Writer (2010),7.2,Awards,33 wins & 56 nominations,Roman Polanski,"$60,331,447",PG-13,422,359,161K
Onward (2020),7.4,Nominated for 1 Oscar,4 wins & 64 nominations total,Dan Scanlon,"$141,940,042",PG,762,326,129K
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn (2020),6.1,Awards,15 wins & 80 nominations,Cathy Yan,"$201,858,461",R,2.6K,403,215K
The Invisible Man (2020),7.1,Awards,42 wins & 76 nominations,Leigh Whannell,"$143,151,000",R,1.8K,467,200K
The Way Back (2020),6.7,Awards,6 nominations,Gavin O'Connor,"$14,690,514",R,339,162,41K
The Old Guard (2020),6.7,Awards,4 wins & 25 nominations,Gina Prince-Bythewood,"$70,000,000 (estimated)",R,1.7K,259,149K
Tenet (2020),7.4,Won 1 Oscar,46 wins & 134 nominations total,Christopher Nolan,"$363,656,624",PG-13,5.3K,498,438K
Ride Along (2014),6.2,Awards,1 win & 7 nominations,Tim Story,"$154,468,902",PG-13,142,151,109K
Who Am I - Kein System ist sicher (2014),7.5,Awards,6 wins & 6 nominations,Baran bo Odar,"$7,700,259",Not Rated,92,64,54K
Machine Gun Preacher (2011),6.8,Awards,2 nominations,Marc Forster,"$3,338,690",R,144,144,65K
Gandhi (1982),8.0,Won 8 Oscars,35 wins & 21 nominations total,Richard Attenborough,"$52,767,889",PG,314,116,224K
Underwater (2020),5.8,Awards,1 win & 5 nominations,William Eubank,"$40,882,928",PG-13,1.1K,261,74K
Piranha 3D (2010),5.4,Awards,2 wins & 12 nominations,Alexandre Aja,"$83,188,165",R,424,387,89K
A Quiet Place Part II (2020),7.3,Awards,8 wins & 7 nominations,John Krasinski,"$297,770,224",PG-13,1.6K,368,177K
Black Widow (2021),6.7,Awards,1 win & 3 nominations,Cate Shortland,"$379,631,351",PG-13,2.9K,363,288K
The Croods: A New Age (2020),7.0,Awards,30 nominations,Joel Crawford,"$215,905,815",PG,277,106,35K
Coming 2 America (2021),5.3,Awards,1 win & 1 nomination,Craig Brewer,"$60,000,000 (estimated)",PG-13,2.3K,194,64K
The King's Man (2021),5.3,Awards,1 win & 1 nomination,Craig Brewer,The King's Man: Khởi Nguồn,PG-13,2.3K,194,64K
Greyhound (2020),7.0,Nominated for 1 Oscar,1 win & 21 nominations total,Aaron Schneider,"$50,300,000 (estimated)",PG-13,877,180,86K
Ride Along 2 (2016),5.9,Awards,1 win & 7 nominations,Tim Story,"$124,608,438",PG-13,88,130,56K
The Golden Voyage of Sinbad (1973),6.8,Awards,3 wins,Gordon Hessler,"$982,351 (estimated)",G,85,74,8.9K
Two-Lane Blacktop (1971),7.2,Awards,1 win & 2 nominations,Monte Hellman,"$850,000 (estimated)",R,124,134,12K
Gunfight at the O.K. Corral (1957),7.2,Nominated for 2 Oscars,3 wins & 4 nominations total,John Sturges,"$2,000,000 (estimated)",Passed,104,54,15K
Sophie's Choice (1982),7.6,Won 1 Oscar,13 wins & 12 nominations total,Alan J. Pakula,"$30,036,000",R,189,44,46K
Passengers (2016),7.0,Nominated for 2 Oscars,2 wins & 12 nominations total,Morten Tyldum,"$303,144,152",PG-13,1.3K,424,377K
The Longest Yard (2005),6.4,Awards,3 wins & 17 nominations,Peter Segal,2.39 : 1,PG-13,356,132,171K
Little Fauss and Big Halsy (1970),5.9,Awards,3 nominations,Sidney J. Furie,"$1,755,485",R,26,13,1.2K
Outlaw King (2018),6.9,Awards,2 nominations,David Mackenzie,"$120,000,000 (estimated)",R,483,127,67K
The Great Race (1965),7.2,Won 1 Oscar,3 wins & 14 nominations total,Blake Edwards,"$12,000,000 (estimated)",Passed,179,39,17K
There Was a Crooked Man... (1970),6.9,Won 1 Oscar,3 wins & 14 nominations total,Blake Edwards,"$15,160",Passed,179,39,17K
Frenzy (1972),7.4,Awards,2 wins & 9 nominations,Alfred Hitchcock,"$4,121",R,251,95,44K
Mad Max 2 (1981),7.6,Awards,8 wins & 10 nominations,George Miller,"$23,668,369",R,378,216,174K
Red Sparrow (2018),6.6,Awards,3 wins & 9 nominations,Francis Lawrence,"$151,572,634",R,1K,357,178K
Evil Under the Sun (1982),7.1,Awards,1 nomination,Guy Hamilton,"$6,110,670",PG,113,40,16K
Papillon (2017),7.2,Awards,1 nomination,Guy Hamilton,"$10,060,903",PG,113,40,16K
Le corniaud (1965),7.4,Awards,1 nomination,Gérard Oury,"FRF 5,300,000 (estimated)",PG,113,40,16K
Contact (1997),7.5,Nominated for 1 Oscar,14 wins & 31 nominations total,Robert Zemeckis,"$171,120,329",PG,750,179,266K
Carlito's Way (1993),7.9,Awards,2 wins & 9 nominations,Brian De Palma,"$63,848,322",R,359,115,210K
Black Rain (1989),6.7,Nominated for 2 Oscars,1 win & 4 nominations total,Ridley Scott,"$134,212,055",R,144,80,53K
The Lady from Shanghai (1947),7.6,Awards,1 win,Orson Welles,"$2,300,000 (estimated)",Not Rated,210,94,29K
Demolition Man (1993),6.7,Awards,1 win & 7 nominations,Marco Brambilla,"$58,055,768",R,309,90,168K
Cliffhanger (1993),6.5,Nominated for 3 Oscars,1 win & 12 nominations total,Renny Harlin,"$255,000,211",R,237,97,126K
Flatliners (1990),6.6,Nominated for 1 Oscar,3 nominations total,Joel Schumacher,"$61,489,265",R,187,63,84K
...and justice for all. (1979),7.4,Nominated for 2 Oscars,1 win & 3 nominations total,Norman Jewison,"$33,300,000",R,159,28,33K
Hatari! (1962),7.2,Nominated for 1 Oscar,3 nominations total,Howard Hawks,"$14,000,000",Approved,103,52,13K
Death Warrant (1990),5.7,Nominated for 1 Oscar,3 nominations total,Howard Hawks,"$16,853,487",Approved,103,52,13K
Candyman (2021),5.9,Awards,1 win & 2 nominations,Nia DaCosta,"$77,411,570",R,851,267,43K
Death on the Nile (1978),7.3,Won 1 Oscar,5 wins & 6 nominations total,John Guillermin,"$14,568,801",PG,148,62,31K
Saturday Night Fever (1977),6.8,Nominated for 1 Oscar,4 wins & 12 nominations total,John Badham,"$237,113,184",R,285,110,77K
Flashdance (1983),6.2,Won 1 Oscar,11 wins & 14 nominations total,Adrian Lyne,"$92,921,203",R,165,66,51K
Bill & Ted Face the Music (2020),6.0,Awards,12 nominations,Dean Parisot,"$6,274,027",PG-13,938,199,42K
The Jungle Book (2016),7.4,Won 1 Oscar,33 wins & 54 nominations total,Jon Favreau,"$966,554,929",PG,623,461,269K
Mowgli (2018),6.5,Awards,7 nominations,Andy Serkis,Jungle Book: Origins,PG-13,514,118,60K
American Animals (2018),7.0,Awards,10 wins & 22 nominations,Bart Layton,"$4,080,073",R,224,191,42K
Good Time (2017),7.4,Awards,8 wins & 49 nominations,Benny Safdie,"$3,283,369",R,360,293,107K
The Highwaymen (2019),6.9,Awards,2 nominations,John Lee Hancock,"$49,000,000 (estimated)",R,496,112,85K
The Devil All the Time (2020),7.1,Awards,3 nominations,Antonio Campos,Vùng Đất Bị Ruồng Bỏ,R,990,202,116K
Cube (1997),7.2,Awards,13 wins & 9 nominations,Vincenzo Natali,"$565,727",R,880,144,223K
The Karate Kid (1984),7.3,Nominated for 1 Oscar,2 wins & 3 nominations total,John G. Avildsen,"$91,119,319",PG,361,116,210K
The Devil's Advocate (1997),7.5,Awards,2 wins & 7 nominations,Taylor Hackford,"$152,944,660",R,533,119,351K
#Saraitda (2020),6.3,Awards,1 win & 1 nomination,Il Cho,"$13,432,212",TV-MA,364,82,34K
Bando (2020),5.5,Awards,7 wins & 20 nominations,Sang-ho Yeon,"$42,698,327",Not Rated,515,206,29K
Fighting with My Family (2019),7.1,Awards,10 wins & 5 nominations,Stephen Merchant,"$40,812,363",PG-13,396,202,76K
Dune (1984),6.4,Nominated for 1 Oscar,2 wins & 5 nominations total,David Lynch,"$30,979,816",PG-13,842,208,153K
Uncut Gems (2019),7.4,Awards,25 wins & 91 nominations,Benny Safdie,"$50,023,780",R,2.4K,311,251K
El hoyo (2019),7.0,Awards,12 wins & 24 nominations,Galder Gaztelu-Urrutia,"$1,090,116",TV-MA,1.1K,183,195K
Extraction (2020),6.7,Awards,2 wins & 12 nominations,Sam Hargrave,"$65,000,000 (estimated)",R,3K,234,183K
The Karate Kid (2010),6.2,Awards,5 wins & 12 nominations,Harald Zwart,"$359,126,022",PG,525,273,173K
Blow (2001),7.6,Awards,3 wins & 9 nominations,Ted Demme,"$83,282,296",R,471,144,250K
Busanhaeng (2016),7.6,Awards,35 wins & 39 nominations,Sang-ho Yeon,"$92,764,199",Not Rated,931,401,196K
Instant Family (2018),7.3,Awards,2 wins & 5 nominations,Sean Anders,"$120,556,201",PG-13,693,158,100K
Dune: Part One (2021),8.2,Awards,1 win & 5 nominations,Denis Villeneuve,"$373,652,085",PG-13,4.3K,426,359K
Us (2019),6.8,Awards,83 wins & 127 nominations,Jordan Peele,"$255,185,482",R,3.4K,557,263K
Cirque du Freak: The Vampire's Assistant (2009),5.8,Awards,1 nomination,Paul Weitz,"$39,291,383",PG-13,212,166,45K
Fright Night Part 2 (1988),5.9,Awards,2 nominations,Tommy Lee Wallace,"$2,983,784",R,106,54,12K
The Karate Kid Part II (1986),6.1,Nominated for 1 Oscar,4 wins & 3 nominations total,John G. Avildsen,"$115,103,979",PG,163,53,85K
The Babysitter: Killer Queen (2020),5.8,Nominated for 1 Oscar,4 wins & 3 nominations total,John G. Avildsen,The Babysitter 2,PG,163,53,85K
The New Mutants (2020),5.3,Awards,4 nominations,Josh Boone,"Aug 30, 2020",PG-13,1.3K,198,69K
A Nightmare on Elm Street Part 2: Freddy's Revenge (1985),5.5,Awards,2 nominations,Jack Sholder,"$29,999,213",R,414,142,67K
Ah-ga-ssi (2016),8.1,Awards,68 wins & 106 nominations total,Park Chan-Wook,"$37,767,206",Not Rated,294,347,131K
Mamma Mia! Here We Go Again (2018),6.6,Awards,12 nominations,Ol Parker,"$402,254,384",PG-13,798,255,88K
G.I. Joe: The Rise of Cobra (2009),5.8,Awards,3 wins & 16 nominations,Stephen Sommers,"$302,469,017",PG-13,580,141,205K
Enola Holmes (2020),6.6,Awards,3 wins & 10 nominations,Harry Bradbeer,"$20,000,000 (estimated)",PG-13,1.5K,219,153K
Over the Top (1987),5.8,Awards,4 wins & 2 nominations,Menahem Golan,"$16,057,580",PG,180,51,53K
Dirty Mary Crazy Larry (1974),6.7,Awards,4 wins & 2 nominations,Menahem Golan,"$2,000,000 (estimated)",PG,180,51,53K
Kung fu (2004),7.7,Awards,25 wins & 47 nominations total,Stephen Chow,2.39 : 1,R,455,381,134K
Bad Boys for Life (2020),6.6,Awards,3 wins & 14 nominations,Adil El Arbi,"$426,505,244",R,1.2K,250,147K
The Dead Pit (1989),5.3,Awards,3 wins & 14 nominations,Adil El Arbi,"$350,000 (estimated)",R,1.2K,250,147K
Tolkien (2019),6.8,Awards,3 wins & 14 nominations,Adil El Arbi,"$9,090,040",R,1.2K,250,147K
The Hurt Locker (2008),7.5,Won 6 Oscars,125 wins & 130 nominations total,Kathryn Bigelow,"$49,259,766",R,1K,416,437K
The Boat That Rocked (2009),7.4,Awards,2 wins & 9 nominations,Richard Curtis,2.35 : 1,R,243,127,110K
Goldfinger (1964),7.7,Won 1 Oscar,6 wins & 6 nominations total,Guy Hamilton,"$51,081,062",PG,533,141,183K
"Me, Myself & Irene (2000)",6.6,Awards,2 wins & 4 nominations,Bobby Farrelly,"$149,270,999",R,527,140,231K
Hackers (1995),6.3,Awards,2 wins & 4 nominations,Bobby Farrelly,"$7,563,728",R,527,140,231K
What We Do in the Shadows (2014),7.7,Awards,26 wins & 18 nominations,Jemaine Clement,"$7,253,160",R,387,317,172K
Maximum Risk (1996),5.5,Awards,26 wins & 18 nominations,Jemaine Clement,"$14,502,483",R,387,317,172K
Hellboy (2019),5.2,Awards,1 win & 8 nominations,Neil Marshall,"$55,065,289",R,1.5K,271,85K
G.I. Joe: Retaliation (2013),5.8,Awards,1 win & 12 nominations,Jon M. Chu,"$375,740,705",PG-13,341,369,179K
The Intern (2015),7.1,Awards,1 win & 8 nominations,Nancy Meyers,"$194,564,672",PG-13,580,269,239K
The Arrival (1996),6.2,Awards,1 win & 1 nomination,David Twohy,"Jun 2, 1996",PG-13,160,67,35K
Traffic (2000),7.6,Won 4 Oscars,74 wins & 87 nominations total,Steven Soderbergh,"$207,515,725",R,913,181,203K
Lights Out (2016),6.3,Awards,3 wins & 9 nominations,David F. Sandberg,"$148,868,835",PG-13,420,327,123K
Restrepo (2010),7.5,Nominated for 1 Oscar,10 wins & 21 nominations total,Tim Hetherington,"$1,436,391",R,79,120,23K
Horizon Line (2020),4.7,Nominated for 1 Oscar,10 wins & 21 nominations total,Tim Hetherington,"$916,042",R,79,120,23K
Il sorpasso (1962),8.3,Awards,4 wins & 2 nominations,Dino Risi,The Easy Life,Not Rated,40,37,10K
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan (2020),6.6,Nominated for 2 Oscars,37 wins & 62 nominations total,Jason Woliner,Borat 2,R,1.2K,222,132K
The Ladies Man (1961),6.4,Nominated for 2 Oscars,37 wins & 62 nominations total,Jason Woliner,"$3,100,000 (estimated)",R,1.2K,222,132K
U Turn (1997),6.7,Awards,1 win & 2 nominations,Oliver Stone,"$6,682,098",R,237,106,51K
Cherry (2021),6.6,Awards,2 wins & 2 nominations,Anthony Russo,Màu Đỏ Anh Đào,R,483,147,27K
To All the Boys I've Loved Before (2018),7.1,Awards,5 wins & 11 nominations,Susan Johnson,Những Chàng Trai Năm Ấy,TV-14,442,84,98K
Five Feet Apart (2019),7.2,Awards,3 wins & 8 nominations,Justin Baldoni,"$91,527,795",PG-13,390,125,57K
Those Who Wish Me Dead (2021),6.0,Awards,3 wins & 8 nominations,Justin Baldoni,"$23,408,489",PG-13,390,125,57K
Biggie: I Got a Story to Tell (2021),6.9,Awards,1 win & 2 nominations,Emmett Malloy,"Rated R for pervasive language, and drug content",R,27,14,4.7K
