Title,Rating,Director,Gross,MPAA Rating,Users Reviews Count,Critics Reviews Count,Ratings Number,Oscar Awards,Total Wins,Total Nom,Year,After 2002
Buffalo Soldiers ,6.8,Gregor Jordan,2300684.0,R,117,101,2400,0,1,6,2001,0
Baby Boy ,6.4,John Singleton,29381649.0,R,94,46,1400,0,1,14,2001,0
Bandits ,6.5,Barry Levinson,67631903.0,PG-13,286,111,6700,0,4,7,2001,0
Behind Enemy Lines ,6.4,John Moore,91753202.0,PG-13,458,116,10300,0,1,2,2001,0
Bones ,4.3,Ernest R. Dickerson,8378853.0,R,96,63,7400,0,0,1,2001,0
Bubble Boy ,5.6,Blair Hayes,5007898.0,PG-13,190,44,3300,0,0,1,2001,0
Barbershop ,6.3,Tim Story,77063924.0,PG-13,162,92,3100,0,1,17,2002,0
Blue Crush ,5.7,John Stockwell,51843679.0,PG-13,216,61,3100,0,1,7,2002,0
Bad Boys II ,6.6,Michael Bay,273339556.0,R,581,118,24200,0,5,13,2003,1
Bad Santa ,7.0,Terry Zwigoff,76490720.0,R,524,191,13900,0,1,12,2003,1
Basic ,6.5,John McTiernan,42792561.0,R,316,140,6200,0,0,3,2003,1
Biker Boyz ,4.7,Tim Burton,23510621.0,PG-13,918,253,43000,0,0,69,2003,1
Bringing Down the House ,5.6,Adam Shankman,164729679.0,PG-13,236,122,3600,0,4,13,2003,1
Bruce Almighty ,6.8,Tom Shadyac,484592874.0,PG-13,661,180,38700,0,7,9,2003,1
Bulletproof Monk ,5.5,Paul Hunter,37713879.0,PG-13,191,142,5000,0,0,1,2003,1
Beyond the Sea ,6.7,Kevin Spacey,8447615.0,PG-13,260,89,1500,0,0,7,2004,1
Barbershop 2: Back in Business ,5.7,Kevin Rodney Sullivan,65991448.0,PG-13,70,57,1500,0,2,10,2004,1
Be Cool ,5.6,F. Gary Gray,95763716.0,PG-13,336,165,6900,0,1,13,2005,1
BloodRayne ,2.9,Uwe Boll,3650275.0,R,494,78,3500,0,4,11,2005,1
Bill ,6.2,Bernie Goldmann,346592.0,R,57,31,2000,0,0,1,2007,1
Brick Lane ,6.6,Sarah Gavron,3796190.0,PG-13,34,77,3100,0,3,5,2007,1
Boy A ,7.6,John Crowley,1202375.0,R,88,96,3700,0,13,11,2007,1
Brooklyn's Finest ,6.7,Antoine Fuqua,45719985.0,R,161,166,6300,0,1,10,2009,1
Boy ,7.5,Taika Waititi,43551154.0,Not Rated,78,81,2500,0,13,9,2010,1
Burning Palms ,5.4,Taika Waititi,5000000.0,Not Rated,78,81,2500,0,13,9,2010,1
Bad Teacher ,5.6,Jake Kasdan,216197492.0,R,360,261,19900,0,6,4,2011,1
Child's Play ,6.6,Tom Holland,44196684.0,R,399,132,9600,0,2,4,1988,0
Cry-Baby ,6.5,Tom Holland,8266343.0,R,399,132,9600,0,2,4,1990,0
Child's Play 2 ,5.9,John Lafia,35763605.0,R,246,83,4900,0,1,0,1990,0
Child's Play 3 ,5.1,Jack Bender,20560255.0,R,203,75,3900,0,1,3,1991,0
Chasing Amy ,7.2,Kevin Smith,12021272.0,R,524,142,13600,0,5,16,1997,0
Cop Land ,6.9,James Mangold,44862187.0,R,260,139,9100,0,1,1,1997,0
Clay Pigeons ,6.6,David Dobkin,1794086.0,R,114,49,1100,0,0,1,1998,0
Charlie's Angels ,5.6,McG,264105545.0,PG-13,685,205,18300,0,15,33,2000,0
Chopper ,7.2,Andrew Dominik,307289.0,R,171,85,3800,0,12,14,2000,0
Coyote Ugly ,5.7,David McNally,113916474.0,PG-13,405,139,11100,0,4,8,2000,0
Corky Romano ,4.7,Rob Pritts,25272752.0,PG-13,110,62,1300,0,0,1,2001,0
Crocodile Dundee in Los Angeles ,4.8,Simon Wincer,39438674.0,PG,132,79,2500,0,1,2,2001,0
Cats & Dogs ,5.1,Lawrence Guterman,200687492.0,PG,244,107,5800,0,2,3,2001,0
Catch Me If You Can ,8.1,Steven Spielberg,352114312.0,PG-13,936,212,90000,0,16,46,2002,0
Confessions of a Dangerous Mind ,7.0,George Clooney,33013805.0,R,283,181,8700,0,7,12,2002,0
Charlie's Angels: Full Throttle ,4.9,McG,259175788.0,PG-13,582,120,12600,0,9,21,2003,1
Cheaper by the Dozen ,5.9,Shawn Levy,190538630.0,PG,299,113,9900,0,2,7,2003,1
Cold Creek Manor ,5.0,Mike Figgis,29119434.0,R,280,96,2200,0,0,1,2003,1
Cradle 2 the Grave ,5.8,Andrzej Bartkowiak,56489558.0,R,197,102,4400,0,0,6,2003,1
Catwoman ,3.4,Pitof,82102379.0,PG-13,761,137,11500,0,13,8,2004,1
Candy ,7.2,Neil Armfield,2105096.0,R,92,68,4500,0,6,17,2006,1
Click ,6.4,Frank Coraci,240685326.0,PG-13,835,163,31900,0,3,12,2006,1
Cadillac Records ,7.0,Darnell Martin,8883644.0,R,108,86,2100,0,6,21,2008,1
Couples Retreat ,5.5,Peter Billingsley,171844840.0,PG-13,185,170,10600,0,1,4,2009,1
Cyrus ,6.3,Jay Duplass,9933873.0,R,131,228,3500,0,0,7,2010,1
Cop Out ,5.6,Kevin Smith,55611001.0,R,204,212,8700,0,0,1,2010,1
Conan the Barbarian ,5.2,Marcus Nispel,63523283.0,R,391,322,9800,0,0,2,2011,1
Cedar Rapids ,6.3,Miguel Arteta,7728936.0,R,98,216,3700,0,1,4,2011,1
"Crazy, Stupid, Love. ",7.4,Glenn Ficarra,145051197.0,PG-13,439,325,49700,0,4,23,2011,1
Colombiana ,6.4,Olivier Megaton,71508440.0,PG-13,258,207,9900,0,2,5,2011,1
Dick Tracy ,6.1,Warren Beatty,162738726.0,PG,198,105,6000,3,9,36,1990,0
Dazed and Confused ,7.6,Richard Linklater,7993039.0,R,515,176,17600,0,1,4,1993,0
Dead Man Walking ,7.5,Tim Robbins,39363635.0,R,232,70,9200,1,23,23,1995,0
Doctor Dolittle ,5.4,Betty Thomas,294456605.0,PG-13,115,80,9500,0,4,10,1998,0
Dracula 2000 ,4.9,Patrick Lussier,47053625.0,R,378,131,3300,0,0,2,2000,0
Duets ,6.1,Bruce Paltrow,6620242.0,R,135,67,9500,0,0,1,2000,0
Down to Earth ,5.5,Chris Weitz,71186502.0,PG-13,127,62,2400,0,0,3,2001,0
Dr. Dolittle 2 ,4.7,Steve Carr,176104344.0,PG,86,92,4400,0,3,6,2001,0
The Forsaken ,5.3,Steve Carr,8704851.0,PG,86,92,4400,0,3,6,2001,0
Driven ,4.6,Renny Harlin,54744738.0,PG-13,346,117,4100,0,1,10,2001,0
Domestic Disturbance ,5.6,Harold Becker,54249294.0,PG-13,208,91,2700,0,1,3,2001,0
Death to Smoochy ,6.3,Danny DeVito,8382938.0,R,347,81,4000,0,0,2,2002,0
Die Another Day ,6.1,Lee Tamahori,431971116.0,PG-13,1200,130,21400,0,6,36,2002,0
The Cat in the Hat ,4.0,Bo Welch,133960541.0,PG,640,104,8000,0,7,22,2003,1
Duplex ,5.9,Danny DeVito,19322135.0,PG-13,162,58,5700,0,0,2,2003,1
Daddy Day Care ,5.6,Steve Carr,164433867.0,PG,150,85,6700,0,1,6,2003,1
Dan in Real Life ,6.7,Peter Hedges,68474305.0,PG-13,292,209,10100,0,0,4,2007,1
Date Night ,6.3,Shawn Levy,152263880.0,PG-13,248,251,15800,0,4,8,2010,1
Dear John ,6.3,Lasse Hallström,114984666.0,PG-13,250,168,14500,0,4,8,2010,1
Diary of a Wimpy Kid ,6.2,Thor Freudenthal,76196538.0,PG,146,112,4700,0,5,9,2010,1
Dream House ,6.0,Jim Sheridan,39984400.0,PG-13,188,186,6600,0,0,2,2011,1
Drive ,7.8,Nicolas Winding Refn,77187281.0,R,1600,719,60100,0,79,180,2011,1
Evolution ,6.1,Ivan Reitman,98376292.0,PG-13,471,142,12600,0,0,2,2001,0
Exit Wounds ,5.6,Andrzej Bartkowiak,79958599.0,R,245,112,3500,0,0,4,2001,0
Executive Decision ,6.4,Stuart Baird,121969216.0,R,182,71,5400,0,2,2,1996,0
EverAfter ,7.0,Andy Tennant,98005666.0,PG-13,389,46,7300,0,6,15,1998,0
Edtv ,6.1,Ron Howard,35242897.0,PG-13,205,76,4300,0,0,2,1999,0
From Hell ,6.8,Albert Hughes,74558115.0,R,570,185,15200,0,0,15,2001,0
Frailty ,7.2,Bill Paxton,17423030.0,R,549,180,8100,0,5,16,2001,0
EuroTrip ,6.6,Jeff Schaffer,22605153.0,R,374,82,20400,0,0,2,2004,1
Evan Almighty ,5.4,Tom Shadyac,174440724.0,PG,303,189,14400,0,2,11,2007,1
Enchanted ,7.0,Kevin Lima,340487836.0,PG,446,233,19000,0,12,51,2007,1
Extreme Movie ,3.7,Kevin Lima,54822.0,PG,446,233,19000,0,12,51,2008,1
Easy A ,7.0,Will Gluck,75026327.0,PG-13,381,281,37500,0,9,21,2010,1
Freddy's Dead: The Final Nightmare ,4.9,Rachel Talalay,34872033.0,R,308,97,4500,0,1,4,1991,0
Father Hood ,4.9,Rachel Talalay,3418141.0,R,308,97,4500,0,1,4,1993,0
Friday ,7.3,F. Gary Gray,28215918.0,R,209,28,10700,0,1,5,1995,0
Fear ,6.2,James Foley,20831000.0,R,193,65,4600,0,1,2,1996,0
K-PAX ,7.4,Iain Softley,65001485.0,PG-13,569,125,18000,0,0,3,2001,0
Flawless ,6.5,Joel Schumacher,4488529.0,R,113,68,1900,0,3,4,1999,0
Final Destination ,6.7,James Wong,112880294.0,R,780,156,24300,0,3,5,2000,0
Freddy Got Fingered ,4.6,Tom Green,14343028.0,R,725,82,4800,0,12,7,2001,0
Friday After Next ,5.8,Albert Hughes,33526835.0,R,570,185,15200,0,0,15,2002,0
Finding Neverland ,7.6,Marc Forster,116650613.0,PG,676,235,20300,1,19,81,2004,1
Fantastic Four ,5.7,Tim Story,333535934.0,PG-13,100,117,32100,0,4,12,2005,1
Four Brothers ,6.8,John Singleton,92374674.0,R,379,128,14100,0,5,9,2005,1
Failure to Launch ,5.6,Tom Dey,130224158.0,PG-13,283,145,7800,0,0,5,2006,1
4: Rise of the Silver Surfer ,5.6,Tim Story,301913131.0,PG,491,264,25800,0,3,17,2007,1
Fred Claus ,5.6,Tim Story,97838349.0,PG,491,264,25800,0,3,17,2007,1
First Sunday ,4.6,Tim Story,38810311.0,PG,491,264,25800,0,3,17,2008,1
Fool's Gold ,5.7,Andy Tennant,111231041.0,PG-13,174,183,7700,0,0,5,2008,1
Forgetting Sarah Marshall ,7.1,Nicholas Stoller,105833257.0,R,407,255,27500,0,4,19,2008,1
Four Christmases ,5.7,Seth Gordon,164112721.0,PG-13,177,148,6800,0,1,1,2008,1
Funny People ,6.3,Judd Apatow,71585235.0,R,346,239,11700,0,0,3,2009,1
Fanboys ,6.6,Judd Apatow,961203.0,R,346,239,11700,0,0,3,2009,1
Fast & Furious ,6.6,Justin Lin,360366870.0,PG-13,299,258,27700,0,6,2,2009,1
Fish Tank ,7.3,Andrea Arnold,2404300.0,Not Rated,134,177,6100,0,21,29,2009,1
Friends with Benefits ,6.5,Will Gluck,149542245.0,R,263,243,35400,0,1,5,2011,1
Final Destination 5 ,5.8,Steven Quale,157887643.0,R,302,293,11200,0,2,6,2011,1
Flypaper ,6.4,Steven Quale,4453634.0,R,302,293,11200,0,2,6,2011,1
Geronimo: An American Legend ,6.5,Walter Hill,18635620.0,PG-13,62,27,1100,0,1,2,1993,0
Grace of My Heart ,6.7,Allison Anders,660313.0,R,47,34,3800,0,0,3,1996,0
Great Expectations ,6.8,Alfonso Cuarón,55494066.0,R,212,85,5300,0,1,3,1998,0
Girlfight ,6.7,Karyn Kusama,1666028.0,R,95,86,1100,0,15,18,2000,0
Gangster No. 1 ,6.7,Paul McGuigan,30915.0,R,140,62,1400,0,1,9,2000,0
Get Carter ,5.2,Stephen Kay,19412993.0,R,301,105,3400,0,0,7,2000,0
Gossip ,5.9,Davis Guggenheim,12591270.0,R,115,67,1600,0,0,3,2000,0
Ghosts of Mars ,4.9,John Carpenter,14010832.0,R,495,103,5300,0,0,2,2001,0
Ghost World ,7.3,Terry Zwigoff,8764007.0,R,530,147,11800,0,28,56,2001,0
Gangs of New York ,7.5,Martin Scorsese,193772504.0,R,1200,224,42400,0,50,135,2002,0
Gothika ,5.8,Mathieu Kassovitz,141591324.0,R,418,214,11100,0,3,7,2003,1
Grilled ,5.2,Mathieu Kassovitz,46663.0,R,418,214,11100,0,3,7,2006,1
Ghost Town ,6.7,David Koepp,27090159.0,PG-13,189,212,7200,0,3,2,2008,1
Ghosts of Girlfriends Past ,5.8,Mark Waters,102366815.0,PG-13,147,156,8800,0,1,0,2009,1
Green Zone ,6.8,Paul Greengrass,154711438.0,R,306,271,13500,0,0,6,2010,1
Grown Ups ,6.0,Dennis Dugan,271457301.0,PG-13,406,186,24000,0,3,4,2010,1
Get Him to the Greek ,6.3,Nicholas Stoller,91720255.0,R,232,219,17500,0,0,14,2010,1
Higher Learning ,6.5,John Singleton,38290723.0,R,133,35,1900,0,1,1,1995,0
Half Baked ,6.7,Michael Mann,17460020.0,R,1200,225,61500,0,0,14,1998,0
Here on Earth ,5.2,Mark Piznarski,10873148.0,PG-13,162,46,8500,0,0,2,2000,0
Hard Ball ,6.4,Brian Robbins,44102389.0,R,140,81,3000,0,0,2,2001,0
Heartbreakers ,6.2,David Mirkin,57756408.0,PG-13,233,98,5300,0,0,4,2001,0
Hearts in Atlantis ,6.9,Scott Hicks,30919415.0,PG-13,299,112,3800,0,2,8,2001,0
Heist ,6.5,Scott Hicks,28510652.0,PG-13,299,112,3800,0,2,8,2001,0
How High ,6.3,Scott Hicks,31283740.0,PG-13,299,112,3800,0,2,8,2001,0
How to Lose a Guy in 10 Days ,6.4,Donald Petrie,177502387.0,PG-13,407,122,22500,0,1,8,2003,1
Havoc ,5.5,Barbara Kopple,371000.0,R,160,31,1900,0,1,4,2005,1
Harold & Kumar Escape from Guantanamo Bay ,6.6,Jon Hurwitz,43495888.0,R,186,151,13500,0,1,1,2008,1
Horton Hears a Who! ,6.8,Jimmy Hayward,298572799.0,G,178,191,13500,0,1,18,2008,1
How Do You Know ,5.4,James L. Brooks,48668907.0,PG-13,314,161,4900,0,0,3,2010,1
Knockaround Guys ,6.1,Brian Koppelman,12806614.0,R,144,59,2400,0,0,2,2001,0
Hereafter ,6.4,Clint Eastwood,106956330.0,PG-13,362,330,9200,0,4,15,2010,1
Inventing the Abbotts ,6.4,Seth Gordon,5936344.0,R,469,351,43500,0,3,13,1997,0
I Am Sam ,7.6,Jessie Nelson,97818139.0,PG-13,488,119,14700,0,8,12,2001,0
In the Bedroom ,7.4,Todd Field,44763181.0,R,523,174,4000,0,39,75,2001,0
Igby Goes Down ,6.9,Burr Steers,6919198.0,R,235,133,3300,0,7,17,2002,0
Invincible ,7.1,Ericson Core,58480828.0,PG,165,117,6900,0,0,2,2006,1
In the Valley of Elah ,7.1,Paul Haggis,29541790.0,R,256,239,7200,0,3,22,2007,1
I Now Pronounce You Chuck & Larry ,5.9,Dennis Dugan,187134117.0,PG-13,277,177,14500,0,0,14,2007,1
Invictus ,7.3,Clint Eastwood,122426792.0,PG-13,320,309,15600,0,12,38,2009,1
It's Kind of a Funny Story ,7.1,Anna Boden,6491240.0,PG-13,210,160,14100,0,0,2,2010,1
In Time ,6.7,Andrew Niccol,173930596.0,PG-13,612,377,39200,0,0,2,2011,1
Immortals ,6.0,Tarsem Singh,226904017.0,R,457,301,16500,0,1,6,2011,1
Johnny Handsome ,6.1,Walter Hill,7237794.0,R,51,33,9600,0,0,3,1989,0
Jay and Silent Bob Strike Back ,6.8,Kevin Smith,33788161.0,R,879,174,15200,0,1,3,2001,0
Jeepers Creepers ,6.2,Victor Salva,59371303.0,R,100,211,12100,0,5,7,2001,0
Joe Dirt ,6.0,Dennie Gordon,30987695.0,PG-13,213,63,5500,0,1,3,2001,0
Jersey Girl ,6.2,Kevin Smith,35492921.0,PG-13,372,124,6500,0,2,8,2004,1
Kazaam ,3.0,Paul Michael Glaser,18937262.0,PG,111,23,2400,0,0,2,1996,0
Keeping the Faith ,6.4,Edward Norton,59945183.0,PG-13,266,121,5100,0,2,6,2000,0
Kate & Leopold ,6.4,James Mangold,76019048.0,PG-13,352,116,8200,0,1,5,2001,0
Kiss of the Dragon ,6.6,Chris Nahon,64437847.0,R,268,120,6300,0,0,2,2001,0
Knocked Up ,6.9,Judd Apatow,219922417.0,R,607,253,36100,0,8,26,2007,1
Killshot ,6.0,Judd Apatow,2961647.0,R,607,253,36100,0,8,26,2008,1
Kill the Irishman ,7.1,Jonathan Hensleigh,1188194.0,R,110,87,4800,0,0,1,2011,1
Lenny ,7.6,Bob Fosse,352753.0,R,70,65,1600,0,7,16,1974,0
Losing Isaiah ,6.5,Stephen Gyllenhaal,7603766.0,R,42,15,5900,0,0,1,1995,0
Little Nicky ,5.3,Steven Brill,58292295.0,PG-13,281,84,10200,0,1,12,2000,0
Loser ,5.3,Amy Heckerling,18404706.0,PG-13,171,88,2900,0,0,1,2000,0
Legally Blonde ,6.4,Robert Luketic,141774679.0,PG-13,639,144,20300,0,6,14,2001,0
A Series of Unfortunate Events ,6.8,Brad Silberling,211468235.0,PG,650,180,20300,1,10,28,2004,1
Ladder 49 ,6.5,Jay Russell,100572044.0,PG-13,330,106,5700,0,1,7,2004,1
Lucky You ,5.9,Curtis Hanson,8461686.0,PG-13,64,93,2000,0,0,2,2007,1
Lottery Ticket ,5.1,Curtis Hanson,24719879.0,PG-13,64,93,2000,0,0,2,2010,1
Little Fockers ,5.5,Paul Weitz,310650585.0,PG-13,175,181,11000,0,3,5,2010,1
Made in America ,5.1,Richard Benjamin,104942695.0,PG-13,27,18,1600,0,1,1,1993,0
Mad Love ,5.4,Stephen Herek,15453274.0,PG,184,41,3800,0,5,5,1995,0
Milk Money ,5.6,Richard Benjamin,18137661.0,PG-13,58,20,1200,0,0,1,1994,0
Meet the Parents ,7.0,Jay Roach,330444045.0,PG-13,537,134,32300,0,7,15,2000,0
Men of Honor ,7.2,George Tillman Jr.,82343495.0,R,260,79,11300,0,0,11,2000,0
Miss Congeniality ,6.3,Donald Petrie,212742720.0,PG-13,420,106,19900,0,7,8,2000,0
Monster's Ball ,7.0,Marc Forster,45011434.0,PG-13,1500,238,32800,1,15,23,2001,0
Made ,6.4,Jon Favreau,5480653.0,R,179,73,1800,0,0,1,2001,0
Mulholland Dr. ,7.9,David Lynch,20416512.0,R,200,253,34100,0,49,61,2001,0
Meet the Fockers ,6.3,Jay Roach,522657936.0,PG-13,450,132,26300,0,2,7,2004,1
Mr. & Mrs. Smith ,6.5,Doug Liman,487287646.0,PG-13,862,223,47200,0,9,18,2005,1
Mr. Woodcock ,5.1,Gil Kenan,33683200.0,PG,301,182,11100,0,4,23,2007,1
Music and Lyrics ,6.5,Marc Lawrence,145896422.0,PG-13,311,160,10100,0,0,6,2007,1
Mr. Nice ,6.4,Bernard Rose,1673840.0,R,16,18,3800,0,2,0,2010,1
Machete ,6.6,Ethan Maniquis,45491656.0,R,417,418,19500,0,2,6,2010,1
Marmaduke ,4.3,Tom Dey,83761844.0,PG,69,100,1500,0,0,3,2010,1
Megamind ,7.3,Tom McGrath,321885765.0,PG,295,244,24400,0,2,16,2010,1
Mr. Popper's Penguins ,6.0,Mark Waters,187361754.0,PG,138,190,9300,0,1,3,2011,1
Nowhere to Run ,5.7,Robert Harmon,22189039.0,R,76,40,2300,0,0,1,1993,0
North ,4.5,Rob Reiner,7182747.0,PG,125,24,1400,0,4,9,1994,0
Next Friday ,6.2,Steve Carr,59827328.0,R,93,17,3900,0,0,2,2000,0
Not Another Teen Movie ,5.7,Joel Gallen,66468985.0,R,425,97,10200,0,0,5,2001,0
Ned Kelly ,6.5,Gregor Jordan,6585516.0,R,148,22,2700,0,3,14,2003,1
National Security ,5.6,Gregor Jordan,50097949.0,R,148,22,2700,0,3,14,2003,1
Night at the Museum: Battle of the Smithsonian ,6.0,Shawn Levy,413106170.0,PG,241,178,18700,0,2,9,2009,1
New Year's Eve ,5.7,Garry Marshall,142044638.0,PG-13,177,207,8400,0,2,8,2011,1
No Strings Attached ,6.2,Ivan Reitman,149228077.0,R,235,250,22300,0,2,7,2011,1
Once Upon a Time in America ,8.3,Sergio Leone,5473337.0,R,763,138,33300,0,12,12,1984,0
Of Mice and Men ,7.5,Gary Sinise,5471088.0,PG-13,219,35,4300,0,0,1,1992,0
Out of Sight ,7.0,Steven Soderbergh,77745966.0,R,351,157,9000,0,13,15,1998,0
October Sky ,7.8,Joe Johnston,34698753.0,PG,396,98,8800,0,4,11,1999,0
O ,6.1,Tim Blake Nelson,19260537.0,R,160,78,2100,0,0,2,2001,0
One Night at McCool's ,6.1,Tim Blake Nelson,13578186.0,R,160,78,2100,0,0,2,2001,0
Original Sin ,6.1,Michael Cristofer,35402320.0,R,196,84,5600,0,0,2,2001,0
Osmosis Jones ,6.3,Bobby Farrelly,14026418.0,PG,165,81,3500,0,1,8,2001,0
Old School ,7.1,Todd Phillips,87135520.0,R,429,89,22400,0,0,5,2003,1
Open Range ,7.4,Kevin Costner,68296293.0,R,546,152,7000,0,1,5,2003,1
Ocean's Twelve ,6.5,Steven Soderbergh,362744280.0,PG-13,715,210,37500,0,4,10,2004,1
Observe and Report ,5.8,Jody Hill,26973554.0,R,287,197,6200,0,1,4,2009,1
Our Family Wedding ,5.1,Rick Famuyiwa,21409028.0,PG-13,27,69,7100,0,0,4,2010,1
Our Idiot Brother ,6.4,Rick Famuyiwa,25804448.0,PG-13,27,69,7100,0,0,4,2011,1
Pretty Baby ,6.6,Louis Malle,5786368.0,R,86,34,1000,0,2,6,1978,0
Poison Ivy ,5.4,Katt Shea,1829804.0,R,64,35,1800,0,0,2,1992,0
Phenomenon ,6.4,Jon Turteltaub,152036382.0,PG,138,54,7700,0,7,8,1996,0
Planet of the Apes ,5.7,Tim Burton,362211740.0,PG-13,1400,231,21600,0,11,32,2001,0
Pootie Tang ,5.3,Louis C.K.,3313583.0,PG-13,139,18,1400,0,0,1,2001,0
Pineapple Express ,6.9,David Gordon Green,101624843.0,R,452,226,32800,0,2,15,2008,1
Paul Blart: Mall Cop ,5.2,Steve Carr,183348429.0,PG,258,167,10700,0,1,3,2009,1
Puncture ,6.8,Adam Kassen,123700.0,R,63,58,2400,0,2,0,2011,1
Pirates of the Caribbean: On Stranger Tides ,6.6,Rob Marshall,1045713802.0,PG-13,571,473,50100,0,3,31,2011,1
Quills ,7.3,Philip Kaufman,17989227.0,R,315,102,5300,0,18,45,2000,0
Rudy ,7.5,David Anspaugh,22881563.0,PG,203,41,6100,0,2,1,1993,0
Romeo + Juliet ,6.7,Baz Luhrmann,147554998.0,PG-13,585,86,22000,0,15,29,1996,0
Race the Sun ,5.4,Baz Luhrmann,1945552.0,PG-13,585,86,22000,0,15,29,1996,0
Ready to Rumble ,5.4,Brian Robbins,12452362.0,PG-13,109,58,1400,0,0,1,2000,0
Remember the Titans ,7.8,Boaz Yakin,136771683.0,PG,471,133,20700,0,8,18,2000,0
Romeo Must Die ,6.1,Andrzej Bartkowiak,91036760.0,R,382,78,6900,0,2,7,2000,0
Road Trip ,6.4,Todd Phillips,119754278.0,R,325,83,16400,0,4,9,2000,0
Rules of Engagement ,6.4,William Friedkin,71732303.0,R,292,60,4600,0,1,2,2000,0
Rat Race ,6.4,Jerry Zucker,85498534.0,PG-13,536,96,11300,0,0,3,2001,0
Riding in Cars with Boys ,6.5,Penny Marshall,35743308.0,PG-13,217,90,2800,0,2,2,2001,0
Rock Star ,6.3,Stephen Herek,19334145.0,R,207,99,4200,0,0,1,2001,0
Red Dragon ,7.2,Brett Ratner,209196298.0,R,849,192,26400,0,4,10,2002,0
Reign of Fire ,6.2,Rob Bowman,82150183.0,PG-13,619,141,13200,0,1,3,2002,0
Robots ,6.4,Chris Wedge,262511490.0,PG,315,147,14000,0,2,22,2005,1
Righteous Kill ,6.0,Jon Avnet,79498846.0,R,282,194,8700,0,1,2,2008,1
Repo Men ,6.3,Miguel Sapochnik,18409891.0,R,216,195,10500,0,0,2,2010,1
Red Dog ,7.4,Kriv Stenders,21185724.0,PG,106,57,1800,0,12,15,2011,1
Stanley & Iris ,6.4,Rupert Wyatt,5820015.0,PG-13,740,565,51100,0,21,43,1990,0
Strange Days ,7.2,Kathryn Bigelow,7959291.0,R,266,111,7000,0,2,4,1995,0
Simon Birch ,6.9,Mark Steven Johnson,18253415.0,PG,229,46,2100,0,3,3,1998,0
Stuart Little ,5.9,Rob Minkoff,300135367.0,PG,226,89,13100,0,7,14,1999,0
Summer of Sam ,6.7,Spike Lee,19288130.0,R,367,92,3800,0,0,6,1999,0
She's All That ,5.9,Robert Iscove,103166989.0,PG-13,425,74,9200,0,8,5,1999,0
Scary Movie ,6.2,Keenen Ivory Wayans,278019771.0,R,976,111,24800,0,7,6,2000,0
Scream 3 ,5.6,Wes Craven,161834276.0,R,812,230,13100,0,6,5,2000,0
Sexy Beast ,7.3,Jonathan Glazer,10045893.0,R,379,140,5900,0,21,21,2000,0
Screwed ,5.7,Tom Dey,7201701.0,PG-13,310,121,12400,0,1,7,2000,0
Swordfish ,6.5,Dominic Sena,147080413.0,R,572,147,18300,0,5,10,2001,0
Save the Last Dance ,6.2,Thomas Carter,131706809.0,PG-13,344,90,6000,0,6,8,2001,0
Say It Isn't So ,5.0,J.B. Rogers,12320393.0,R,92,88,1300,0,0,1,2001,0
Scary Movie 2 ,5.3,Keenen Ivory Wayans,141220678.0,R,580,136,15700,0,3,5,2001,0
Shallow Hal ,5.9,Bobby Farrelly,141069860.0,PG-13,440,95,13100,0,0,3,2001,0
Soul Survivors ,3.9,Andrew Adamson,4299141.0,PG,1100,176,64400,1,40,60,2001,0
Summer Catch ,5.1,Michael Tollin,19772447.0,PG-13,114,53,1600,0,0,1,2001,0
Super Troopers ,7.1,Jay Chandrasekhar,23182223.0,R,367,84,10100,0,1,0,2001,0
Showtime ,5.5,Tom Dey,77885672.0,PG-13,177,103,6200,0,1,6,2002,0
Stuck on You ,5.7,Bobby Farrelly,65784503.0,PG-13,155,129,5200,0,0,2,2003,1
Seed of Chucky ,4.8,Don Mancini,24829644.0,R,278,161,4300,0,1,6,2004,1
Starsky & Hutch ,6.1,Todd Phillips,170268750.0,PG-13,338,171,14400,0,3,10,2004,1
Secret Window ,6.5,David Koepp,92913171.0,PG-13,600,190,18900,0,0,3,2004,1
Shall We Dance? ,6.1,Peter Chelsom,170128460.0,PG-13,233,74,4600,0,0,7,2004,1
Shark Tale ,6.0,Bibo Bergeron,374583879.0,PG,351,132,17600,0,3,16,2004,1
Sahara ,6.0,Breck Eisner,119240351.0,PG-13,517,158,9600,0,2,5,2005,1
Step Up ,6.5,Anne Fletcher,114197742.0,PG-13,288,100,11500,0,1,3,2006,1
Stranger Than Fiction ,7.5,Marc Forster,53653224.0,PG-13,638,256,22500,0,3,15,2006,1
Superman Returns ,6.0,Bryan Singer,391081192.0,PG-13,2400,358,27700,0,12,47,2006,1
Shooter ,7.2,Antoine Fuqua,95696996.0,R,417,205,32300,0,0,2,2007,1
Stardust ,7.6,Matthew Vaughn,137515140.0,PG-13,605,236,26500,0,5,11,2007,1
Shrek the Third ,6.1,Chris Miller,813367380.0,PG,399,220,29400,0,5,17,2007,1
Street Kings ,6.8,David Ayer,66476363.0,R,229,198,11100,0,0,1,2008,1
"Surfer, Dude ",4.7,David Ayer,52132.0,R,229,198,11100,0,0,1,2008,1
Strange Wilderness ,5.3,David Ayer,6964734.0,R,229,198,11100,0,0,1,2008,1
Semi-Pro ,5.8,Kent Alterman,44004502.0,R,143,165,8100,0,1,4,2008,1
Sunshine Cleaning ,6.8,Christine Jeffs,16580250.0,R,150,177,7100,0,2,6,2008,1
